Production_Budget_INR_Cr,Marketing_Budget_INR_Cr,Release_Month,Popularity_Score,Runtime_Minutes,Star_Success_Factor,Genre,Primary_Language,Diaspora_Strength_Score,Origin,India_Gross_INR_Cr,International_Gross_INR_Cr
128.14,18.45,3,57,131,5,Historical Epic,English,5,Indian,214.26,317.63
85.4,16.18,5,44,97,4,Horror/Thriller,Hindi,2,Indian,120.73,85.15
199.16,51.93,7,65,145,4,Drama,Telugu,4,Indian,261.72,193.93
47.55,8.77,2,71,102,5,Animated,English,6,Hollywood,61.25,230.49
60.88,13.93,12,42,128,1,Rom-Com,English,0,Indian,83.88,73.53
13.32,0.5,4,33,128,2,Rom-Com,Telugu,4,Indian,12.07,11.5
263.88,39.95,12,89,127,7,Thriller,English,3,Hollywood,518.98,640.75
277.3,47.73,2,55,123,5,Fantasy/Adventure,English,7,Hollywood,276.39,1685.63
594.18,171.98,12,89,135,9,Thriller,English,1,Hollywood,845.32,4597.68
574.86,88.48,4,67,115,5,Sci-Fi/Action,English,3,Hollywood,1069.59,1944.41
70.87,11.77,12,55,148,5,Sci-Fi/Action,English,1,Indian,157.74,139.97
2.06,2.45,6,80,133,7,Action (Masala),Others,0,Indian,12.34,6.38
57.11,8.75,5,75,138,5,Rom-Com,Telugu,3,Indian,126.28,81.62
23.27,5.19,10,60,130,6,Animated,English,4,Indian,58.31,47.16
128.23,27.26,4,53,110,3,Historical Epic,English,8,Hollywood,124.46,781.02
31.47,6.81,10,53,131,4,Superhero,Hindi,7,Indian,99.7,78.09
286.08,38.77,6,64,144,6,Sci-Fi/Action,English,3,Hollywood,496.95,641.35
35.13,4.21,7,84,126,6,Animated,Hindi,2,Indian,78.64,38.48
25.75,2.13,8,59,130,6,Horror/Thriller,Others,3,Indian,33.05,22.82
14.07,2.19,10,76,116,7,Sci-Fi/Action,Hindi,3,Indian,55.38,30.63
24.83,0.5,9,53,119,3,Superhero,Hindi,7,Indian,48.17,68.07
18.55,7.71,9,37,128,2,Animated,Others,0,Indian,27.2,16.54
28.72,6.32,3,57,148,5,Fantasy/Adventure,Hindi,4,Indian,59.55,36.99
20.73,7.12,2,78,114,7,Horror/Thriller,Hindi,1,Indian,52.89,23.1
47.4,1.84,7,76,98,10,Horror/Thriller,Hindi,5,Indian,85.26,39.1
1650.15,397.02,2,100,124,6,Fantasy/Adventure,English,9,Hollywood,1510.35,19472.69
902.59,246.48,7,90,130,8,Sci-Fi/Action,English,7,Hollywood,1072.49,6311.55
14.98,3.04,10,57,100,4,Superhero,Hindi,1,Indian,81.15,29.07
46.35,11.48,5,48,132,5,Sci-Fi/Action,Others,0,Indian,118.35,56.65
13.2,7.25,5,39,141,3,Historical Epic,Tamil,6,Indian,33.01,39.4
253.18,84.19,5,68,132,5,Fantasy/Adventure,English,7,Hollywood,275.23,3164.35
198.69,54.08,12,55,150,4,Historical Epic,Hindi,0,Indian,409.95,244.72
224.94,9.02,6,65,152,8,Animated,Tamil,4,Indian,525.21,232.81
81.4,17.43,8,47,155,4,Drama,Hindi,4,Indian,135.58,78.21
207.95,12.4,8,43,99,3,Horror/Thriller,English,8,Hollywood,104.63,507.25
39.46,9.04,12,71,107,4,Fantasy/Adventure,Others,6,Indian,99.06,114.91
35.22,7.04,2,68,137,5,Animated,Tamil,2,Indian,68.27,36.18
68.0,23.5,12,66,135,6,Fantasy/Adventure,Hindi,5,Indian,254.18,151.11
194.3,48.19,11,82,151,6,Rom-Com,Telugu,1,Indian,417.32,171.33
594.79,81.29,3,58,94,2,Drama,English,2,Hollywood,312.88,712.85
4.79,1.86,3,76,158,9,Horror/Thriller,Hindi,0,Indian,13.72,4.47
26.24,1.09,5,45,115,2,Fantasy/Adventure,Telugu,1,Indian,46.61,39.98
250.83,62.16,11,76,121,7,Historical Epic,English,5,Hollywood,274.4,924.12
17.68,2.1,10,42,128,4,Superhero,English,2,Indian,41.15,57.25
24.56,0.5,8,49,127,1,Action (Masala),Hindi,0,Indian,31.27,28.38
18.85,8.83,4,71,135,6,Thriller,Telugu,7,Indian,54.23,43.71
30.43,8.46,2,62,156,7,Rom-Com,Tamil,1,Indian,52.26,33.55
17.11,4.15,5,73,148,8,Action (Masala),Telugu,4,Indian,73.44,56.53
47.86,3.41,7,55,142,4,Animated,Hindi,4,Indian,73.42,67.24
7.57,0.5,11,47,123,5,Drama,Others,7,Indian,10.38,10.94
13.62,6.0,1,74,130,7,Thriller,Others,4,Indian,40.71,24.33
4.89,2.89,7,52,160,5,Action (Masala),Hindi,3,Indian,18.38,14.27
70.53,19.39,3,73,117,5,Rom-Com,English,0,Indian,102.93,97.64
81.82,13.94,11,76,144,6,Superhero,Hindi,3,Indian,282.59,166.05
299.08,20.27,11,68,164,4,Superhero,English,4,Hollywood,403.78,1622.03
1437.97,280.24,1,76,106,7,Historical Epic,English,5,Hollywood,1263.36,10965.34
39.12,15.61,7,55,159,4,Sci-Fi/Action,Hindi,5,Indian,112.6,94.9
156.67,30.57,4,66,155,4,Rom-Com,Hindi,3,Indian,202.34,207.8
6.98,4.81,7,46,124,6,Action (Masala),Telugu,3,Indian,22.05,15.07
56.96,12.49,5,60,116,3,Thriller,Hindi,5,Indian,88.38,111.49
134.36,36.01,4,51,123,5,Sci-Fi/Action,English,6,Hollywood,186.46,1195.76
61.08,15.92,4,49,153,5,Animated,Tamil,4,Indian,110.57,68.8
2.0,5.25,4,65,125,5,Thriller,Telugu,9,Indian,10.74,9.08
124.79,22.02,9,89,173,8,Action (Masala),Hindi,2,Indian,417.36,167.79
129.31,11.66,5,51,137,2,Horror/Thriller,English,2,Indian,109.29,124.67
29.59,0.61,10,92,161,8,Horror/Thriller,Hindi,3,Indian,77.66,30.37
40.2,16.87,6,88,129,6,Horror/Thriller,Tamil,2,Indian,74.82,41.62
28.9,6.96,1,49,152,5,Action (Masala),Hindi,3,Indian,101.86,37.08
38.48,9.82,3,76,155,7,Fantasy/Adventure,Hindi,0,Indian,153.78,52.08
457.57,125.8,8,82,141,8,Rom-Com,English,5,Hollywood,392.91,1915.79
25.19,3.36,6,72,127,6,Superhero,Tamil,5,Indian,82.76,58.72
31.51,6.27,5,73,128,5,Drama,Hindi,6,Indian,71.78,53.7
48.06,11.06,12,50,116,3,Action (Masala),Hindi,0,Indian,127.31,68.23
20.37,11.05,4,53,109,2,Animated,Hindi,3,Indian,41.67,30.17
16.1,0.5,1,66,110,7,Horror/Thriller,Hindi,2,Indian,23.99,15.49
222.34,56.72,1,99,136,8,Rom-Com,English,7,Hollywood,335.85,1373.64
8.0,0.66,1,51,141,5,Animated,Hindi,4,Indian,117.83,11.62
121.25,28.63,7,53,132,5,Animated,Hindi,3,Indian,142.34,95.98
205.19,37.3,4,61,109,6,Rom-Com,Telugu,1,Indian,303.17,203.07
10.38,2.13,12,69,113,6,Rom-Com,Hindi,5,Indian,36.81,24.42
38.5,3.38,8,63,163,6,Historical Epic,English,2,Indian,82.25,78.9
25.92,13.19,2,63,135,5,Superhero,Tamil,7,Indian,70.78,89.27
47.72,10.13,11,37,126,1,Historical Epic,Tamil,6,Indian,56.18,73.13
25.8,8.54,7,69,153,7,Fantasy/Adventure,Telugu,1,Indian,66.84,41.33
1269.55,400.97,5,71,155,3,Action (Masala),English,8,Hollywood,1139.73,18185.52
95.18,10.42,2,55,117,4,Sci-Fi/Action,Hindi,5,Indian,181.29,108.32
735.52,135.66,9,66,130,1,Thriller,English,7,Hollywood,267.59,3635.99
11.23,0.5,7,71,92,7,Horror/Thriller,Hindi,5,Indian,24.55,12.97
23.98,0.51,8,31,136,2,Horror/Thriller,Tamil,0,Indian,14.47,12.57
164.27,33.99,11,48,154,4,Action (Masala),Telugu,2,Indian,341.08,173.18
10.68,5.44,5,68,146,7,Action (Masala),English,0,Indian,49.55,30.26
381.19,118.14,8,87,159,9,Horror/Thriller,English,4,Hollywood,558.11,1220.26
21.37,3.14,12,70,145,6,Thriller,Hindi,1,Indian,57.55,31.72
58.53,18.95,2,60,140,2,Horror/Thriller,Hindi,4,Indian,78.36,64.69
23.11,0.5,12,47,129,4,Sci-Fi/Action,English,5,Indian,60.46,63.98
24.3,0.5,12,35,163,2,Fantasy/Adventure,Tamil,0,Indian,35.84,24.18
210.17,28.76,1,48,149,1,Historical Epic,English,2,Hollywood,186.47,550.56
5.99,1.43,4,84,149,8,Thriller,Hindi,3,Indian,17.74,9.92
19.95,8.89,5,64,147,7,Horror/Thriller,Others,3,Indian,52.57,29.28
194.24,37.58,12,75,127,5,Rom-Com,Hindi,5,Indian,485.13,362.54
873.6,291.91,12,82,129,4,Thriller,English,5,Hollywood,960.74,12607.64
20.42,4.52,4,54,152,3,Animated,Telugu,0,Indian,29.64,20.11
127.4,5.96,8,42,85,2,Animated,English,5,Hollywood,83.54,484.68
114.38,17.85,12,71,138,4,Horror/Thriller,Hindi,5,Indian,170.68,135.66
16.53,7.2,6,64,146,6,Action (Masala),English,8,Indian,55.1,79.77
1361.41,374.2,8,80,187,3,Historical Epic,English,3,Hollywood,893.97,2868.26
1212.09,79.16,6,29,123,2,Historical Epic,English,5,Hollywood,863.66,7565.32
1027.71,143.63,3,67,128,4,Rom-Com,English,3,Hollywood,506.05,3715.36
11.93,0.5,4,37,138,2,Horror/Thriller,Others,2,Indian,10.21,9.86
363.65,58.13,1,70,133,3,Action (Masala),English,5,Hollywood,283.8,2993.81
45.63,11.26,2,55,151,4,Action (Masala),Hindi,4,Indian,156.47,73.16
57.57,6.04,4,93,146,9,Superhero,Hindi,6,Indian,247.7,164.15
421.1,120.22,5,72,131,7,Fantasy/Adventure,English,4,Hollywood,622.17,1359.61
6.92,0.5,2,45,148,3,Animated,Hindi,2,Indian,11.33,9.34
17.86,2.77,8,57,116,7,Action (Masala),Tamil,0,Indian,50.6,20.94
23.93,3.27,11,33,150,2,Thriller,English,6,Indian,27.21,38.8
151.74,36.27,12,64,107,7,Superhero,English,4,Hollywood,433.85,1643.77
49.31,3.21,3,62,130,4,Superhero,Hindi,4,Indian,142.72,90.92
234.59,61.12,11,92,118,9,Thriller,Hindi,0,Indian,2695.38,94.96
33.26,3.68,12,88,160,8,Horror/Thriller,English,4,Indian,87.39,48.22
590.09,46.88,11,79,124,5,Superhero,English,7,Hollywood,979.63,2185.39
54.11,3.11,3,71,122,8,Animated,Hindi,2,Indian,154.02,59.36
15.09,2.23,12,60,158,7,Animated,Telugu,5,Indian,39.41,29.65
68.29,1.72,7,62,119,6,Animated,Hindi,6,Indian,129.74,92.7
103.35,30.42,8,100,162,9,Horror/Thriller,English,5,Hollywood,131.59,372.27
121.29,49.86,4,62,131,6,Thriller,English,8,Hollywood,157.73,719.34
11.33,0.5,5,84,139,10,Animated,Hindi,0,Indian,43.9,15.39
67.41,10.86,12,75,141,7,Sci-Fi/Action,Tamil,0,Indian,211.98,105.43
12.68,0.5,7,24,137,1,Historical Epic,English,5,Indian,14.29,27.49
103.99,26.26,5,72,140,9,Drama,Telugu,6,Indian,312.87,200.47
27.8,4.62,7,83,128,10,Historical Epic,Tamil,3,Indian,89.62,44.28
10.1,0.5,7,72,157,8,Historical Epic,Telugu,3,Indian,34.62,16.5
32.71,11.88,12,50,101,1,Horror/Thriller,English,0,Indian,38.16,28.08
15.28,2.6,7,74,121,3,Fantasy/Adventure,Hindi,1,Indian,41.93,25.61
96.96,33.68,10,69,133,4,Superhero,Hindi,9,Indian,376.61,405.92
698.7,163.37,10,63,134,5,Animated,English,5,Hollywood,547.65,5598.36
35.0,9.97,6,44,155,4,Superhero,Hindi,6,Indian,70.38,85.16
27.87,0.5,10,70,138,9,Drama,Telugu,4,Indian,74.85,47.62
133.1,13.88,2,64,148,5,Animated,English,5,Hollywood,118.67,609.41
24.91,4.83,7,71,138,4,Superhero,Hindi,1,Indian,75.8,35.55
29.13,7.1,5,56,150,4,Sci-Fi/Action,Hindi,4,Indian,90.48,72.76
14.34,7.22,12,40,130,2,Historical Epic,Others,0,Indian,26.84,21.17
847.92,170.56,6,63,101,4,Action (Masala),English,7,Hollywood,1844.57,6428.43
161.19,27.9,8,63,147,4,Superhero,English,6,Hollywood,343.28,1361.65
31.25,6.2,7,54,158,6,Thriller,English,4,Hollywood,26.81,142.36
66.77,7.8,7,66,149,5,Sci-Fi/Action,Others,6,Indian,146.16,84.58
2290.62,156.3,3,63,138,5,Fantasy/Adventure,English,4,Hollywood,1325.16,26257.03
99.48,13.52,9,62,102,2,Horror/Thriller,Hindi,3,Indian,98.52,86.28
294.14,37.12,6,54,164,4,Action (Masala),English,4,Hollywood,292.39,2248.1
89.21,20.94,5,63,146,5,Animated,Hindi,6,Indian,193.8,157.59
430.87,60.2,2,58,133,4,Animated,Hindi,0,Indian,460.79,131.23
102.9,22.96,1,72,162,5,Sci-Fi/Action,Hindi,0,Indian,302.83,140.7
28.01,3.94,10,77,158,6,Fantasy/Adventure,Tamil,5,Indian,109.62,76.44
288.93,58.01,2,65,118,7,Animated,English,2,Hollywood,228.34,496.7
38.5,4.44,12,67,143,4,Thriller,Hindi,4,Indian,76.63,66.37
9.97,2.15,10,57,131,5,Drama,English,0,Indian,24.84,15.55
22.01,10.05,2,64,123,8,Fantasy/Adventure,English,2,Indian,63.62,50.32
22.69,0.5,11,61,128,4,Thriller,Others,5,Indian,33.92,31.21
1829.87,464.92,12,80,124,5,Thriller,English,0,Hollywood,4089.13,7871.92
27.98,3.89,9,30,131,1,Thriller,Telugu,0,Indian,26.26,18.44
116.18,19.16,3,79,127,7,Rom-Com,Hindi,0,Indian,247.99,147.66
55.11,18.43,12,72,141,4,Thriller,Telugu,5,Indian,110.88,110.4
37.19,7.05,3,45,126,2,Thriller,Hindi,7,Indian,38.07,186.13
1902.3,563.82,12,83,123,6,Horror/Thriller,English,5,Hollywood,1172.61,18961.11
69.06,17.76,4,59,131,5,Action (Masala),English,8,Hollywood,109.16,659.73
53.44,9.7,6,79,117,6,Superhero,Hindi,3,Indian,197.97,116.2
578.67,90.92,5,81,145,4,Sci-Fi/Action,English,6,Hollywood,1463.52,5859.71
756.26,100.62,11,58,126,2,Action (Masala),English,5,Hollywood,420.24,8783.84
53.21,8.67,6,58,147,5,Drama,Tamil,5,Indian,84.58,58.36
2551.12,610.52,11,76,98,4,Superhero,English,6,Hollywood,8245.05,79431.84
20.41,6.44,2,48,152,5,Sci-Fi/Action,Hindi,8,Indian,50.13,48.57
33.96,2.82,8,60,148,3,Thriller,Telugu,1,Indian,30.6,19.65
59.08,11.59,9,54,151,3,Animated,Hindi,4,Indian,103.06,81.42
36.05,10.07,4,52,139,2,Superhero,Hindi,0,Indian,101.66,55.97
214.83,91.87,5,64,149,5,Drama,Tamil,0,Indian,434.8,293.19
4.34,1.11,8,75,146,5,Sci-Fi/Action,Hindi,3,Indian,13.36,10.13
11.64,0.5,1,62,116,7,Thriller,Hindi,5,Indian,31.09,19.89
214.69,10.38,4,78,136,7,Superhero,English,7,Hollywood,372.78,1371.16
20.79,1.46,3,57,178,4,Action (Masala),Tamil,3,Indian,47.88,35.8
33.84,13.09,8,30,122,1,Superhero,Tamil,5,Indian,70.01,49.77
684.93,103.57,12,66,127,7,Historical Epic,English,9,Hollywood,1672.98,7880.37
20.51,6.75,11,64,115,7,Historical Epic,English,1,Indian,58.12,42.92
152.48,23.25,7,67,111,5,Sci-Fi/Action,English,7,Hollywood,129.8,834.45
13.57,3.96,8,74,171,9,Thriller,Telugu,3,Indian,34.74,21.39
150.93,29.98,7,70,113,4,Historical Epic,Others,7,Indian,279.85,262.8
39.61,6.0,1,60,126,5,Drama,English,2,Indian,49.79,42.93
5.55,3.5,5,41,121,4,Horror/Thriller,Hindi,0,Indian,8.91,6.93
13.59,2.31,5,52,115,5,Action (Masala),English,5,Indian,30.88,51.25
327.28,94.27,7,70,131,7,Drama,Hindi,3,Indian,381.22,340.23
4.34,3.13,12,54,110,5,Horror/Thriller,Hindi,4,Indian,13.74,8.47
4.29,8.84,1,49,132,5,Thriller,Hindi,5,Indian,16.28,11.55
912.43,175.11,1,73,178,3,Superhero,English,8,Hollywood,1101.46,14163.8
35.2,0.5,6,34,136,2,Historical Epic,Others,3,Indian,34.58,41.88
49.19,5.95,12,59,132,3,Thriller,Hindi,0,Indian,102.5,57.87
196.07,48.71,1,55,137,5,Historical Epic,English,6,Hollywood,308.06,813.86
22.84,8.9,10,46,157,2,Thriller,Tamil,1,Indian,35.86,25.86
37.68,0.5,12,69,149,6,Animated,Telugu,0,Indian,106.48,34.89
61.67,5.91,4,55,160,3,Historical Epic,Telugu,4,Indian,108.4,64.72
138.13,18.88,8,79,114,4,Rom-Com,Hindi,2,Indian,246.83,131.7
11.27,0.5,2,91,150,8,Thriller,Tamil,0,Indian,28.23,15.12
81.7,6.56,4,77,149,8,Sci-Fi/Action,Hindi,0,Indian,214.85,67.05
9.36,0.5,12,44,155,6,Fantasy/Adventure,Hindi,3,Indian,25.58,15.29
34.74,4.05,7,70,149,5,Drama,Hindi,0,Indian,62.49,26.1
8.25,3.32,5,54,137,5,Drama,Telugu,6,Indian,17.19,15.35
37.18,1.43,7,52,147,6,Historical Epic,Others,2,Indian,82.25,48.75
40.12,9.75,3,65,146,5,Rom-Com,Others,3,Indian,88.24,49.82
4.39,0.5,10,57,154,7,Fantasy/Adventure,Hindi,4,Indian,15.11,12.21
217.35,32.32,5,72,131,4,Superhero,English,6,Hollywood,333.3,2184.31
28.04,6.92,12,73,117,7,Fantasy/Adventure,Hindi,4,Indian,124.94,74.84
11.51,0.5,1,39,127,2,Drama,Hindi,5,Indian,13.46,12.01
24.34,6.55,3,59,148,3,Thriller,Telugu,5,Indian,180.34,38.68
15.27,7.04,12,63,128,3,Thriller,Tamil,6,Indian,33.8,32.34
1117.71,97.85,10,65,120,5,Rom-Com,English,6,Hollywood,733.9,15916.32
40.87,8.44,5,71,148,6,Thriller,Hindi,0,Indian,104.32,54.46
40.27,9.8,11,55,155,5,Animated,Others,3,Indian,48.98,41.69
16.9,0.5,1,32,148,2,Fantasy/Adventure,Telugu,7,Indian,23.73,29.19
9.37,3.3,10,59,147,5,Thriller,English,7,Indian,27.07,37.04
67.91,23.4,4,93,163,9,Drama,Telugu,4,Indian,177.49,93.3
22.06,6.08,2,54,165,6,Drama,English,1,Indian,44.1,29.64
22.48,0.5,10,63,137,5,Thriller,Hindi,5,Indian,47.62,33.9
33.07,7.79,1,51,136,5,Historical Epic,Tamil,1,Indian,57.37,47.39
17.32,2.01,9,75,145,8,Animated,Hindi,5,Indian,39.98,35.01
302.95,59.99,10,100,152,9,Horror/Thriller,English,7,Hollywood,694.25,1425.22
75.74,13.55,12,44,130,4,Horror/Thriller,Others,0,Indian,93.68,45.25
25.06,0.5,10,27,137,5,Horror/Thriller,English,3,Indian,21.32,22.17
68.0,17.26,5,67,168,3,Fantasy/Adventure,Hindi,6,Indian,137.49,170.61
64.62,11.98,12,53,146,4,Sci-Fi/Action,Telugu,6,Indian,123.7,155.89
154.24,23.39,12,60,137,2,Action (Masala),Tamil,7,Indian,208.73,1707.31
127.65,24.56,4,73,104,7,Action (Masala),Hindi,1,Indian,429.78,232.51
64.01,14.87,11,58,153,6,Animated,Others,2,Indian,143.32,64.08
759.62,91.27,12,55,163,4,Horror/Thriller,English,7,Hollywood,748.87,2881.47
821.88,172.11,7,49,125,2,Fantasy/Adventure,English,5,Hollywood,621.2,2611.91
66.64,15.58,8,29,131,3,Drama,Hindi,2,Indian,71.18,46.23
257.54,29.99,9,91,123,9,Rom-Com,English,8,Hollywood,464.24,1687.62
95.46,15.9,11,46,134,4,Animated,English,2,Indian,95.34,104.51
23.48,3.61,7,58,122,4,Historical Epic,Tamil,2,Indian,40.92,36.28
18.6,4.19,12,54,136,4,Thriller,Hindi,5,Indian,43.11,24.6
397.28,35.39,7,68,121,2,Superhero,English,3,Hollywood,672.03,1825.71
40.06,14.96,3,72,143,5,Thriller,Hindi,3,Indian,59.41,40.03
181.79,38.97,6,92,157,8,Rom-Com,Tamil,2,Indian,442.54,158.16
36.59,5.15,12,60,130,8,Rom-Com,Others,4,Indian,99.32,49.36
20.98,6.23,7,55,131,4,Horror/Thriller,Hindi,4,Indian,31.07,20.85
311.4,66.26,11,48,144,1,Fantasy/Adventure,English,8,Hollywood,249.07,1960.09
408.67,135.88,5,86,140,10,Fantasy/Adventure,English,8,Hollywood,669.13,2753.48
60.79,10.19,3,36,156,5,Animated,Tamil,1,Indian,84.78,53.63
69.4,9.58,7,48,120,4,Action (Masala),English,6,Hollywood,92.49,375.04
40.37,10.99,2,71,141,7,Drama,Tamil,1,Indian,79.26,33.74
402.3,45.79,10,72,143,7,Rom-Com,English,5,Hollywood,607.4,4127.88
69.92,6.77,11,84,145,9,Rom-Com,Hindi,1,Indian,188.99,62.32
23.38,5.04,12,69,122,9,Action (Masala),Hindi,5,Indian,111.8,57.23
58.4,22.13,3,74,128,7,Drama,Hindi,3,Indian,114.32,82.1
53.11,14.16,8,54,126,2,Drama,Tamil,3,Indian,65.01,49.4
50.98,9.33,6,69,107,7,Superhero,English,5,Hollywood,106.42,415.71
48.04,13.71,2,74,150,6,Fantasy/Adventure,Hindi,3,Indian,178.78,64.84
62.59,19.31,7,78,155,8,Drama,Hindi,3,Indian,187.35,42.79
74.1,23.75,12,73,172,8,Superhero,Hindi,0,Indian,429.36,154.43
43.88,4.93,7,70,142,4,Horror/Thriller,Hindi,3,Indian,64.38,43.12
35.16,7.0,9,59,125,6,Sci-Fi/Action,Tamil,4,Indian,77.09,59.5
44.91,13.97,12,80,121,6,Fantasy/Adventure,Telugu,4,Indian,134.59,94.13
34.74,15.93,7,66,86,6,Action (Masala),English,2,Indian,87.31,101.32
18.96,4.45,8,38,144,1,Horror/Thriller,Telugu,8,Indian,13.83,24.58
696.9,113.4,7,79,121,5,Fantasy/Adventure,English,5,Hollywood,908.07,3199.97
12.47,0.5,4,70,114,8,Superhero,Tamil,5,Indian,48.92,29.5
151.75,21.46,7,55,131,3,Historical Epic,Tamil,2,Indian,145.57,194.52
34.66,0.5,9,47,158,4,Fantasy/Adventure,English,9,Indian,48.35,90.41
10.82,0.5,7,72,147,5,Thriller,Tamil,4,Indian,21.8,14.76
14.42,1.41,11,65,138,7,Rom-Com,English,2,Indian,31.54,25.25
32.65,12.48,6,69,127,5,Sci-Fi/Action,Others,5,Indian,90.83,81.64
37.84,2.6,11,77,99,7,Historical Epic,Tamil,1,Indian,95.65,31.36
29.65,9.67,9,94,160,7,Historical Epic,Hindi,4,Indian,103.89,63.7
65.51,11.95,9,82,118,6,Thriller,Tamil,10,Indian,130.12,98.16
18.45,8.42,6,53,126,4,Rom-Com,Hindi,4,Indian,38.22,33.44
21.32,8.13,6,45,140,3,Horror/Thriller,Hindi,5,Indian,25.36,24.94
57.89,11.19,2,42,139,3,Action (Masala),English,4,Hollywood,72.5,365.83
743.27,84.52,6,40,134,1,Action (Masala),English,7,Hollywood,316.95,5799.32
3000.0,691.63,12,87,126,7,Superhero,English,8,Hollywood,4284.43,13773.12
56.59,5.16,7,78,143,7,Sci-Fi/Action,Others,1,Indian,120.63,78.61
31.4,1.99,7,57,136,6,Horror/Thriller,Others,0,Indian,36.24,15.29
24.33,5.51,1,57,146,3,Rom-Com,Telugu,6,Indian,35.44,40.79
10.6,1.55,1,50,115,3,Horror/Thriller,Tamil,6,Indian,13.23,9.79
9.58,0.5,9,53,145,5,Sci-Fi/Action,Hindi,0,Indian,18.19,12.52
122.58,30.79,9,63,145,3,Rom-Com,Hindi,4,Indian,121.97,145.54
36.65,5.2,5,48,115,1,Superhero,Tamil,6,Indian,92.58,123.3
46.03,11.38,7,34,157,1,Historical Epic,Hindi,5,Indian,62.39,64.28
44.84,14.68,3,54,135,2,Animated,Hindi,0,Indian,68.8,46.06
16.06,5.38,3,47,119,5,Thriller,Hindi,4,Indian,34.47,23.52
28.13,0.5,9,51,125,4,Fantasy/Adventure,Telugu,0,Indian,54.2,20.19
28.97,7.66,10,47,140,4,Fantasy/Adventure,Telugu,0,Indian,78.43,48.03
37.15,4.1,2,74,129,4,Drama,Others,9,Indian,53.68,57.87
37.14,6.0,7,64,107,6,Thriller,Telugu,4,Indian,74.73,49.11
153.31,22.12,11,90,156,10,Drama,Hindi,3,Indian,416.62,160.82
23.8,11.79,7,42,123,2,Rom-Com,Hindi,2,Indian,30.68,29.59
49.79,8.05,10,41,161,2,Horror/Thriller,Telugu,6,Indian,52.7,62.41
11.19,1.7,8,43,128,5,Rom-Com,Hindi,0,Indian,153.97,6.65
43.61,16.02,12,78,136,7,Sci-Fi/Action,Hindi,2,Indian,159.22,104.86
24.01,6.71,6,72,132,6,Superhero,Others,2,Indian,91.95,57.26
504.23,145.59,10,87,123,5,Superhero,English,8,Hollywood,1645.95,7905.78
28.45,13.91,12,67,111,5,Fantasy/Adventure,Tamil,6,Indian,104.48,92.4
670.79,141.81,7,54,158,3,Sci-Fi/Action,English,4,Hollywood,393.62,1433.39
14.85,2.54,8,56,130,8,Horror/Thriller,English,2,Indian,23.47,17.95
31.84,13.22,12,88,151,8,Sci-Fi/Action,Hindi,1,Indian,151.93,65.51
8.08,4.77,6,81,108,7,Superhero,Hindi,0,Indian,47.87,24.31
130.96,11.69,6,55,117,3,Horror/Thriller,English,3,Indian,83.79,166.31
1055.47,204.34,9,61,113,3,Sci-Fi/Action,English,5,Hollywood,1270.9,6205.57
84.37,24.7,1,66,117,6,Superhero,Hindi,7,Indian,261.45,245.53
20.35,3.09,10,63,129,5,Rom-Com,Hindi,0,Indian,43.45,30.47
82.17,16.41,5,82,116,8,Horror/Thriller,Hindi,6,Indian,193.75,123.08
264.48,24.58,3,73,107,6,Sci-Fi/Action,English,8,Hollywood,357.83,1387.62
124.25,19.46,6,90,139,6,Action (Masala),Telugu,4,Indian,363.97,265.37
9.92,0.5,6,92,128,8,Horror/Thriller,Hindi,6,Indian,20.0,17.32
27.97,2.58,2,73,127,7,Rom-Com,Others,7,Indian,62.74,42.43
57.69,13.02,9,77,137,7,Superhero,Hindi,4,Indian,173.24,186.23
73.98,11.08,9,77,111,7,Superhero,English,7,Hollywood,141.22,759.93
431.99,52.84,3,51,127,5,Sci-Fi/Action,English,6,Hollywood,734.22,2645.96
64.61,11.89,9,59,115,4,Fantasy/Adventure,Others,4,Indian,113.67,77.78
24.37,0.86,5,39,134,5,Action (Masala),English,0,Indian,172.35,35.98
28.11,1.58,12,54,144,5,Sci-Fi/Action,Telugu,3,Indian,66.03,53.86
62.07,8.38,2,50,157,5,Animated,Hindi,1,Indian,104.94,56.99
20.37,3.46,4,92,116,9,Superhero,Hindi,2,Indian,106.85,45.43
4.02,0.5,9,65,122,7,Historical Epic,Hindi,2,Indian,12.86,5.93
4.95,3.86,8,37,175,6,Historical Epic,Telugu,4,Indian,15.34,12.09
791.01,230.86,6,65,160,5,Animated,English,7,Hollywood,592.31,6127.09
16.06,3.4,12,62,122,5,Drama,English,2,Indian,37.17,24.79
14.42,3.24,9,47,121,6,Action (Masala),Telugu,3,Indian,35.0,26.61
4.84,7.29,3,75,118,6,Fantasy/Adventure,English,6,Indian,20.43,29.41
390.01,79.64,5,47,145,2,Horror/Thriller,English,7,Hollywood,237.66,730.56
10.05,3.51,12,73,137,7,Fantasy/Adventure,English,5,Indian,41.91,45.5
12.04,1.44,6,43,114,2,Historical Epic,Hindi,6,Indian,22.91,21.8
217.17,54.45,9,58,161,3,Horror/Thriller,English,7,Hollywood,83.56,954.64
30.72,6.28,11,76,134,4,Drama,Hindi,0,Indian,50.12,34.74
307.52,53.06,7,86,137,7,Horror/Thriller,English,5,Hollywood,279.6,992.38
74.02,24.28,8,76,125,6,Rom-Com,Telugu,5,Indian,144.54,93.28
5.36,0.5,2,47,148,2,Fantasy/Adventure,Telugu,2,Indian,8.01,8.18
